100, 100.100.1.100/24, hmplabpsq-we50100, hmplabpsq-we50200, 18, hmplabpsq-we50100
101, 101.101.1.100/24, hmplabpsq-we50100, hmplabpsq-we50200, 18, hmplabpsq-we50100
102, 104.102.1.100/24, hmplabpsq-we50300
103, 104.103.1.100/24, hmplabpsq-we50400
